"taxon","isocode","glottocode","xd_ids","soc_ids","in_dplace","EA023","EA024","EA025","EA026","EA027","in_kinbank","mMeB","mMyB","mFeB","mFyB","mF","mMeZ","mMyZ","mFeZ","mFyZ","mM"
"TOKELAU",,"toke1240","xd885","Ii6",1,7,8,15,9,6,1,"tuatina","tuatina","tamana; tamana","tamana; tamana","tamana; tamana; tamana","matua; maatua","matua; maatua","matua sa; matua tauaitu; matua; matua sa; matua tau-aitu","matua sa; matua tauaitu; matua; matua sa; matua tau-aitu","mātua; mātua; maatua"
"SAMOAN_2",,"samo1305","xd876, xd880","Ii1, Ii14, SCCS106",1,7,8,15,9,4,1,"le tuagane o le tinā","le tuagane o le tinā","le uso o le tamā","le uso o le tamā","tamā; tamā; tamaa",,,"ilamutu; ilamutu","ilamutu; ilamutu","tinā; tinaa"
"SAMOAN",,"samo1305","xd876, xd880","Ii1, Ii14, SCCS106",1,7,8,15,9,4,1,"le tuagane o le tinā","le tuagane o le tinā","le uso o le tamā","le uso o le tamā","tamā; tamā; tamaa",,,"ilamutu; ilamutu","ilamutu; ilamutu","tinā; tinaa"
"FUTUNA_EAST",,"east2447","xd887","Ii8",1,12,5,15,9,4,1,"tu'a-tsinana; Tamana; Tu'a tsinana","tu'a-tsinana; Tamana; Tu'a tsinana","tamana; Tamana","tamana; Tamana","tamana; Tamana","tsinana; Tsinana","tsinana; Tsinana","masakitange; masakitanga; masakitange","masakitange; masakitanga; masakitange","tsinana; Tsinana"
"WALLISIAN_EAST_UVEAN",,"wall1257","xd879","Ii13",1,7,8,15,9,4,1,"fae tangata","fae tangata","matua; tama-i","matua; tama-i","matua; tama-i","fae","fae","mahiki-tanga","mahiki-tanga","fae; matua"
"PILENI",,"pile1238","","",0,,,,,,1,"ingoa","ingoa","tamana; mhana","tamana; mhana","tamana; mhana","hinana; nhana","hinana; nhana","hinana; nhana","hinana; nhana","hinana; nhana"
"VAEAKAU_TAUMAKO",,"pile1238","","",0,,,,,,1,"ingoa","ingoa","tamana; mhana","tamana; mhana","tamana; mhana","hinana; nhana","hinana; nhana","hinana; nhana","hinana; nhana","hinana; nhana"
"PUKAPUKA",,"puka1242","xd882","Ii3",1,7,8,15,9,4,1,"matua tane","matua tane","matua tane","matua tane","matua tane","matua wawine","matua wawine","matua wawine","matua wawine","matua wawine"
"RENNELLESE",,"renn1242","xd877","Ii10",1,1,3,1,1,5,1,"tu'aatina; tu'aatina","tu'aatina; tu'aatina","tamana","tamana","tamana","tinana","tinana","tinana","tinana","tinana"
"KAPINGAMARANGI",,"kapi1249","xd886","Ii7",1,7,8,15,9,4,1,"tamana; lamoku","tamana; lamoku","tamana; kamangaa","tamana; kamangaa","tamana; kamangaa","tinana; kinga","tinana; kinga","tinana; kinga","tinana; kinga","tinana; kinga"
"SIKAIANA",,"sika1261","","",0,,,,,,1,"tamana; inoa","tamana; inoa","tamana","tamana","tamana","tinna","tinna","tinna","tinna","tinna"
"LUANGIUA",,"onto1237","xd884","Ii5",1,7,8,15,9,4,1,"lamoku; lamoku","lamoku; lamoku","kamangaa; kamaŋa","kamangaa; kamaŋa","kamangaa; kamaŋa","kinga; kiŋa","kinga; kiŋa","kinga; kiŋa","kinga; kiŋa","kinga; kiŋa"
"TAKUU_MORTLOCK",,"taku1257","","",0,,,,,,1,"ilaamotu","ilaamotu","tamana","tamana","tamana; aapaa","tamana","tamana","tinna","tinna","tinna"
"RAPA_NUI",,"rapa1244","xd898","Ij9",1,8,7,15,9,4,1,"matua tamaaroa; matua keke; koro; matua tamaaroa","matua tamaaroa; matua keke; koro; matua tamaaroa","matua tamaaroa; matua keke; koro; matua tamaaroa","matua tamaaroa; matua keke; koro; matua tamaaroa","matua tamaaroa; koro; matua tamaaroa","matua tamahahine; matua tamahahine","matua tamahahine; matua tamahahine","matua tamahahine; matua tamahahine","matua tamahahine; matua tamahahine","matua tamahahine; matu'a poreko; matua tamahahine"
"HAWAIIAN_3",,"hawa1245","xd895","Ij6",1,12,5,15,9,4,1,"makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-ka´-nä","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-ka´-nä","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-kä´-na","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-kä´-na","makuakane; makua kāne; makua; kǔ´-ǔ mä-kǔ'-ǎ kä'-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee´-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee´-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee-na","makuahine; makuahine; māmā; kǔ´-ǔ mä-kǔ'-ǎ kä´-na"
"HAWAIIAN_2",,"hawa1245","xd895","Ij6",1,12,5,15,9,4,1,"makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-ka´-nä","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-ka´-nä","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-kä´-na","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-kä´-na","makuakane; makua kāne; makua; kǔ´-ǔ mä-kǔ'-ǎ kä'-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee´-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee´-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee-na","makuahine; makuahine; māmā; kǔ´-ǔ mä-kǔ'-ǎ kä´-na"
"HAWAIIAN",,"hawa1245","xd895","Ij6",1,12,5,15,9,4,1,"makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-ka´-nä","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-ka´-nä","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-kä´-na","makuakane; makua kāne; kǔ-ǔ´ mä-kǔ-ǎ-kä´-na","makuakane; makua kāne; makua; kǔ´-ǔ mä-kǔ'-ǎ kä'-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee´-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee´-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee-na","makuahine; makuahine; kǔ-ǔ mä-kǔ´-ǎ-wä-hee-na","makuahine; makuahine; māmā; kǔ´-ǔ mä-kǔ'-ǎ kä´-na"
"TUAMOTUAN",,"tuam1242","xd894","Ij5",1,,,,,4,1,"metua taane; paapaa; makui","metua taane; paapaa; makui","metua taane; paapaa; makui","metua taane; paapaa; makui","metua taane; paapaa; makui","metua vahine; makuahine","metua vahine; makuahine","metua vahine; makuahine","metua vahine; makuahine","metua vahine; makuhine"
"PENRHYN",,"penr1237","xd890","Ij10",1,7,8,15,9,4,1,"tau-eka; taueka","tau-eka; taueka","tau-eka; taueka","tau-eka; taueka","tira; tira","matua-wahine; matua vahine","matua-wahine; matua vahine","matua-wahine; matua vahine","matua-wahine; matua vahine","papa; papa"
"RAROTONGAN",,"raro1241","xd889","Ij1",1,7,8,15,9,4,1,"'akapāpā","'akapāpā","'akapāpā","'akapāpā","metua",,,,,"māmā"
"RAROTONGAN_2",,"raro1241","xd889","Ij1",1,7,8,15,9,4,1,"'akapāpā","'akapāpā","'akapāpā","'akapāpā","metua",,,,,"māmā"
"MOORIORI",,"maor1246","xd891","Ij2, SCCS104",1,12,5,11,5,4,1,"matua; matua keekee; matakeekee; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; ta-ku pa-pa-ke-ke; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; ta-ku pa-pa-ke-ke; pāpara; pāpā; matua kēkē","matua; ta-ku papa; matua taane; pāpara; pāpā; matua","whaea; matua keekee; matakeekee; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; ta´-ku wa-e-a; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; ta´-ku wa-e-a; matua kēkē; whaea; whaene; whaea kēkē","matua wahine; whaea; ta-ku wa-e-a; kowhaea; kōkara; kōkā; whāea; whaene"
"MAORI",,"maor1246","xd891","Ij2, SCCS104",1,12,5,11,5,4,1,"matua; matua keekee; matakeekee; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; ta-ku pa-pa-ke-ke; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; ta-ku pa-pa-ke-ke; pāpara; pāpā; matua kēkē","matua; ta-ku papa; matua taane; pāpara; pāpā; matua","whaea; matua keekee; matakeekee; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; ta´-ku wa-e-a; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; ta´-ku wa-e-a; matua kēkē; whaea; whaene; whaea kēkē","matua wahine; whaea; ta-ku wa-e-a; kowhaea; kōkara; kōkā; whāea; whaene"
"MANIHIKI",,"raka1237","xd893","Ij4",1,10,1,15,9,4,1,"metua-tane","metua-tane","metua-tane","metua-tane","metua-tane","metua-wahine","metua-wahine","metua-wahine","metua-wahine","metua-wahine"
"SOUTH_ISLAND_MAORI",,"maor1246","xd891","Ij2, SCCS104",1,12,5,11,5,4,1,"matua; matua keekee; matakeekee; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; ta-ku pa-pa-ke-ke; pāpara; pāpā; matua kēkē","matua; matua keekee; matakeekee; ta-ku pa-pa-ke-ke; pāpara; pāpā; matua kēkē","matua; ta-ku papa; matua taane; pāpara; pāpā; matua","whaea; matua keekee; matakeekee; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; ta´-ku wa-e-a; matua kēkē; whaea; whaene; whaea kēkē","whaea; matua keekee; matakeekee; ta´-ku wa-e-a; matua kēkē; whaea; whaene; whaea kēkē","matua wahine; whaea; ta-ku wa-e-a; kowhaea; kōkara; kōkā; whāea; whaene"
"LANGUE_DE_ISLES_MARQUISES",,"nort2845","xd892","Ij3, SCCS105",1,1,3,1,1,4,1,"tunane","tunane","motua","teina motua","motua","Tu'ana kui",,"tuehine","tuehine",
"NORTH_MARQUESAN",,"nort2845","xd892","Ij3, SCCS105",1,1,3,1,1,4,1,"tunane","tunane","motua","teina motua","motua","Tu'ana kui",,"tuehine","tuehine",
"MARQUESAN_NUKUHIVA",,"nort2845","xd892","Ij3, SCCS105",1,1,3,1,1,4,1,"tunane","tunane","motua","teina motua","motua","Tu'ana kui",,"tuehine","tuehine",
"UA_POU",,"nort2845","xd892","Ij3, SCCS105",1,1,3,1,1,4,1,"tunane","tunane","motua","teina motua","motua","Tu'ana kui",,"tuehine","tuehine",
"TAHITIAN",,"tahi1242","xd897","Ij8",1,8,7,15,9,4,1,"metua tane; metua tane","metua tane; metua tane","metua tane; metua tane","metua tane; metua tane","metua tane; metua tane","metua vahine; metua vahine","metua vahine; metua vahine","metua vahine; metua vahine","metua vahine; metua vahine","metua vahine; metua vahine"
"TAHITIAN_2",,"tahi1242","xd897","Ij8",1,8,7,15,9,4,1,"metua tane; metua tane","metua tane; metua tane","metua tane; metua tane","metua tane; metua tane","metua tane; metua tane","metua vahine; metua vahine","metua vahine; metua vahine","metua vahine; metua vahine","metua vahine; metua vahine","metua vahine; metua vahine"
"ITONAMA",,"iton1250","","",0,,,,,,1,,,,,"ahme-mayeʔne",,,,,"a-noʔka; dihneʔte"
"KARAS",,"kara1499","","",0,,,,,,1,"mama temun","mama caun","esa temun","esa caun","esa","ema temun","ema caun","wowa temun","wowa caun","ema"
"ABUI_TAKALELANG",,"abui1241","","",1,7,8,15,9,4,1,"-maama fing; -neng fala","-maama kokda; -neng fala","-maama fing","-maama kokda","-maama","-eya fing","-eya kokda","-eya fing; -mayol fala","-eya kokda; -mayol fala","-eya"
"ABUI",,"abui1241","","",1,7,8,15,9,4,1,"-maama fing; -neng fala","-maama kokda; -neng fala","-maama fing","-maama kokda","-maama","-eya fing","-eya kokda","-eya fing; -mayol fala","-eya kokda; -mayol fala","-eya"
"ABUI_ATIMELANG",,"abui1241","","",1,7,8,15,9,4,1,"-maama fing; -neng fala","-maama kokda; -neng fala","-maama fing","-maama kokda","-maama","-eya fing","-eya kokda","-eya fing; -mayol fala","-eya kokda; -mayol fala","-eya"
"TIFOL_AFENG_ABUI",,"abui1241","","",1,7,8,15,9,4,1,"-maama fing; -neng fala","-maama kokda; -neng fala","-maama fing","-maama kokda","-maama","-eya fing","-eya kokda","-eya fing; -mayol fala","-eya kokda; -mayol fala","-eya"
"ABUI_MAKADAI",,"abui1241","","",1,7,8,15,9,4,1,"-maama fing; -neng fala","-maama kokda; -neng fala","-maama fing","-maama kokda","-maama","-eya fing","-eya kokda","-eya fing; -mayol fala","-eya kokda; -mayol fala","-eya"
"WERSING_2",,"wers1238","","",0,,,,,,1,"-paidem","-par","-paidem","-par","-pa","-yidem","-yar","-yidem","-yar","-ya"
"WERSING",,"wers1238","","",0,,,,,,1,"-paidem","-par","-paidem","-par","-pa","-yidem","-yar","-yidem","-yar","-ya"
"KAMANG_2",,"kama1365","","",0,,,,,,1,"-paa ela","-paa ela","-paa idama","-paa idika","-paa","-auko ela","-auko ela","-auko idama","-auko idika","-auko"
"KAMANG",,"kama1365","","",0,,,,,,1,"-paa ela","-paa ela","-paa idama","-paa idika","-paa","-auko ela","-auko ela","-auko idama","-auko idika","-auko"
"KAMANG_LETLEY",,"kama1365","","",0,,,,,,1,"-paa ela","-paa ela","-paa idama","-paa idika","-paa","-auko ela","-auko ela","-auko idama","-auko idika","-auko"
"KAMANG_KOLOMANE",,"kama1365","","",0,,,,,,1,"-paa ela","-paa ela","-paa idama","-paa idika","-paa","-auko ela","-auko ela","-auko idama","-auko idika","-auko"
"KAMANG_PIDO_I",,"kama1365","","",0,,,,,,1,"-paa ela","-paa ela","-paa idama","-paa idika","-paa","-auko ela","-auko ela","-auko idama","-auko idika","-auko"
"KAMANG_PIDO_II",,"kama1365","","",0,,,,,,1,"-paa ela","-paa ela","-paa idama","-paa idika","-paa","-auko ela","-auko ela","-auko idama","-auko idika","-auko"
"KAMANG_LANGKURU",,"kama1365","","",0,,,,,,1,"-paa ela","-paa ela","-paa idama","-paa idika","-paa","-auko ela","-auko ela","-auko idama","-auko idika","-auko"
"ADANG",,"adan1251","","",0,,,,,,1,"-imang sel; asel","-imang sel; asel","-imang sel","-imang sel","-imang","-ife; -ife sel","-ife; -ife sel","-ife; -ife sel","-ife; -ife sel","-ife"
"ADANG_PITUNG",,"adan1251","","",0,,,,,,1,"-imang sel; asel","-imang sel; asel","-imang sel","-imang sel","-imang","-ife; -ife sel","-ife; -ife sel","-ife; -ife sel","-ife; -ife sel","-ife"
"BLAGAR_BAKALANG",,"blag1240","","",0,,,,,,1,"-imang era","-imang era","-imang","-imang","-imang","-iva","-iva",,,"-iva"
"BLAGAR_RETTA_PURA",,"blag1240","","",0,,,,,,1,"-imang era","-imang era","-imang","-imang","-imang","-iva","-iva",,,"-iva"
"BLAGAR_RETTA_TERNATE",,"blag1240","","",0,,,,,,1,"-imang era","-imang era","-imang","-imang","-imang","-iva","-iva",,,"-iva"
"BLAGAR_TEREWENG",,"blag1240","","",0,,,,,,1,"-imang era","-imang era","-imang","-imang","-imang","-iva","-iva",,,"-iva"
"BLAGAR",,"blag1240","","",0,,,,,,1,"-imang era","-imang era","-imang","-imang","-imang","-iva","-iva",,,"-iva"
"BLAGAR_APURI_PURA",,"blag1240","","",0,,,,,,1,"-imang era","-imang era","-imang","-imang","-imang","-iva","-iva",,,"-iva"
"BLAGAR_LIMARAHING",,"blag1240","","",0,,,,,,1,"-imang era","-imang era","-imang","-imang","-imang","-iva","-iva",,,"-iva"
"LAMMA",,"lamm1241","","",0,,,,,,1,"-irasi","-irasi","-iar","-iar","-iar","-iu","-iu","-irasi manne","-irasi manne","-iu"
"WESTERN_PANTAR",,"lamm1241","","",0,,,,,,1,"-irasi","-irasi","-iar","-iar","-iar","-iu","-iu","-irasi manne","-irasi manne","-iu"
"LAMMA_KALONDAMA",,"lamm1241","","",0,,,,,,1,"-irasi","-irasi","-iar","-iar","-iar","-iu","-iu","-irasi manne","-irasi manne","-iu"
"LAMMA_BIANGWALA",,"lamm1241","","",0,,,,,,1,"-irasi","-irasi","-iar","-iar","-iar","-iu","-iu","-irasi manne","-irasi manne","-iu"
"LAMMA_MAUTA_TUBAL",,"lamm1241","","",0,,,,,,1,"-irasi","-irasi","-iar","-iar","-iar","-iu","-iu","-irasi manne","-irasi manne","-iu"
"TEWA_SARGANG",,"teiw1235","","",0,,,,,,1,"-umeer","-umeer","-oma'","-oma'","-oma'","-xala'","-xala'","-xaler","-xaler","-xala'"
"TEWA_MADAR",,"teiw1235","","",0,,,,,,1,"-umeer","-umeer","-oma'","-oma'","-oma'","-xala'","-xala'","-xaler","-xaler","-xala'"
"TEWA_DEING",,"teiw1235","","",0,,,,,,1,"-umeer","-umeer","-oma'","-oma'","-oma'","-xala'","-xala'","-xaler","-xaler","-xala'"
"TEWA_LEBANG",,"teiw1235","","",0,,,,,,1,"-umeer","-umeer","-oma'","-oma'","-oma'","-xala'","-xala'","-xaler","-xaler","-xala'"
"TEIWA",,"teiw1235","","",0,,,,,,1,"-umeer","-umeer","-oma'","-oma'","-oma'","-xala'","-xala'","-xaler","-xaler","-xala'"
"TEIWA_2",,"teiw1235","","",0,,,,,,1,"-umeer","-umeer","-oma'","-oma'","-oma'","-xala'","-xala'","-xaler","-xaler","-xala'"
"SOUGB",,"mani1235","","",0,,,,,,1,"indunyo","indunyo","indina","indina","indina","indim","indim","indim","indim","indim"
"MEYAH",,"meya1236","","",0,,,,,,1,"adeina","adeina","akeina","akeina","akeina","amaina","amaina","amaina","amaina","amaina"
"KUOT",,"kuot1243","","",0,,,,,,1,"tatah","tatah","namo","namo","namo",,,"nambura","nambura","nangan"
"YAGWOIA",,"yagw1240","","",0,,,,,,1,"kame","kame","kane","kane","kane","kanjima","kanjima","kalji","kalji","kanei"
"MAKLEW_2",,"makl1246","","",0,,,,,,1,,,,,"nima",,,,,"nowa"
"YELMEK",,"yelm1242","","",0,,,,,,1,"woga","woga","ida","ida","ida","bia","bia","ango","ango","bia"
"JABSCH",,"yelm1242","","",0,,,,,,1,"woga","woga","ida","ida","ida","bia","bia","ango","ango","bia"
"YELMEK_JAB",,"yelm1242","","",0,,,,,,1,"woga","woga","ida","ida","ida","bia","bia","ango","ango","bia"
"KWOMA",,"kwom1262","xd788","Ie12, SCCS95",1,12,5,15,9,6,1,"magwapa","magwapa","apalaka; apok","amoy; apok","apok","nawalaka; nowkwapa","amoy; nowkwapa","yakw","yakw","nowkwapa"
"ISAKA",,"kris1246","","",0,,,,,,1,"wini","wini","tani ba'","tani pung","tani'","moni ba'","moni pung","wini","wini","moni'"
"MARINDINEESCH",,"nucl1622","","",1,8,7,15,9,8,1,"wahok","wahok","ehway","ehway","ehway","wah","wah","ehwyak","ehwyak","wah"
"NAMBO",,"namb1293","","",1,8,7,15,9,5,1,"bava","bava","tasor","deve toge","deve","bavali","bavali","tasor","mwidädém","ama"
"NEME",,"neme1244","","",0,,,,,,1,"bava","bava","tasor","deve-toge","deve","bava","bava","mwidadum","mwidadum","ama"
"AGOB_DABU",,"agob1244","","",0,,,,,,1,"bava","bava","tasor","deve-toge","deve","bava","bava","mwidadum","mwidadum","ama"
"DIBOLUG",,"idii1243","","",0,,,,,,1,"baba","baba","məndi","meyaŋg","yaya","nænæ; nænæ risi","nænæ; nænæ kəɖ","məndi","eli","nænæ"
"MERIAM",,"meri1244","","",1,7,8,15,9,5,1,"aua","aua","ab; aba; baba","ab; aba; baba","ab; aba; baba","apu; ama; amaua","apu; ama; amaua","apu; ama; amaua","apu; ama; amaua","apu; ama; amaua"
"UME",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_ABAM",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_PEAWA",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_DOROGORI",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_KURU",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_GAMAEWE",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_WONIE",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_PODARI",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_IAMEGA",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_YUTA",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_GUIAM",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_WIPIM",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"WIPI_KAPAL",,"wipi1242","","",0,,,,,,1,,,,,"b'u",,,,,"mog"
"YELETNYE",,"yele1255","xd843","Ig11",1,8,7,15,9,1,1,"kênê; kênêwo; teetee","kênê; kênêwo; teetee","kââkââ; kighê","kââkââ; kighê","mî; m:aa","piye; pye","piye; pye","m:aam:ââ; mî pyââ","m:aam:ââ; mî pyââ","piye; pye; niye"
"RIANTANA_2",,"rian1263","","",0,,,,,,1,,,,,"ad̪a",,,,,"muka"
"SUKI",,"suki1245","","",0,,,,,,1,"zwani","zwani","zwani","zwani","ˈabi","ewe","amu","gai","gai; yũtu","ˈamu"
"KOGUI",,"cogu1240","xd1327","Sb2",1,12,5,15,9,4,1,"nakahã","nakahã","nakahã","nakahã","naˈhate","nakahã","nakahã","nakahã","nakahã","naˈhaba"
"CHIBCHA",,"chib1270","xd1379","Sf6",1,,,,,3,1,"zu-eʼ-cha; zuecha","zu-eʼ-cha; zuecha","ze-päʼ-bä; zepaba","ze-päʼ-bä; zepaba","pǎʼ-bä; paba; pabi","su-äʼ-i-ä; zuaia","su-äʼ-i-ä; zuaia","ze-pa-ä-fu-chä; zepaba fucha","ze-pa-ä-fu-chä; zepaba fucha","gǎ-ǔ-iʼ-ä; guaia"
"VENEZUELAN_BARI",,"bari1297","","",0,,,,,,1,"aisī okarā; abāma akbaĩ","aisī okarā; abāma akbaĩ","aisī okarā","aisī okarā","aataida","abāma si","abāma si","ataida si","ataida si","abaama"
"BARI_COLUMBIA",,"bari1297","","",0,,,,,,1,"aisī okarā; abāma akbaĩ","aisī okarā; abāma akbaĩ","aisī okarā","aisī okarā","aataida","abāma si","abāma si","ataida si","ataida si","abaama"
"COLOMBIAN_BARI",,"bari1297","","",0,,,,,,1,"aisī okarā; abāma akbaĩ","aisī okarā; abāma akbaĩ","aisī okarā","aisī okarā","aataida","abāma si","abāma si","ataida si","ataida si","abaama"
"CAYUBABA",,"cayu1262","","",0,,,,,,1,,,,,"papa; bapa; βɔp",,,,,"da-iti; dita; pipi"
"WAORANI",,"waor1240","","",0,,,,,,1,"bæ","bæ","bãapo","bãapo","bæ̃po","ba-dã","ba-dã","bæ̃te","bæ̃te","badã"
"ROTOKAS",,"roto1249","","",0,,,,,,1,"papa","papa","aite","aite","aite","aako","aako","kauo","kauo","aako"
"SIONA",,"sion1247","","",0,,,,,,1,,,"itˀa pɨʔka-kˀɨ; itˀa taita","itˀa pɨʔka-kˀɨ; itˀa taita","taita; haʔkɨ","itˀa pɨʔka-kˀo; itˀa mama","itˀa pɨʔka-kˀo; itˀa mama",,,"haʔko; pɨʔka-kˀo"
"TUCANO",,"tuca1252","xd1365","Se12",1,1,3,1,1,5,1,"yeé pajko páume","yeé pajko páume","yeé pajké mami","yeé pajké mami","yeé pajké","mengó","mengó","yeé uaméu","yeé uaméu","yeé pajkó"
"TUCANO_2",,"tuca1252","xd1365","Se12",1,1,3,1,1,5,1,"yeé pajko páume","yeé pajko páume","yeé pajké mami","yeé pajké mami","yeé pajké","mengó","mengó","yeé uaméu","yeé uaméu","yeé pajkó"
"BARA",,"waim1255","","",0,,,,,,1,"mehkǘ","mehkǘ","bügü","bügü","kakü","bügó","bügó","mehkó","mehkó","kako"
"WAIMAHA",,"waim1255","","",0,,,,,,1,"mehkǘ","mehkǘ","bügü","bügü","kakü","bügó","bügó","mehkó","mehkó","kako"
"WAIMAHA_2",,"waim1255","","",0,,,,,,1,"mehkǘ","mehkǘ","bügü","bügü","kakü","bügó","bügó","mehkó","mehkó","kako"
"TUYUCA",,"tuyu1244","","",0,,,,,,1,"bẽ'kɨ̃","bẽ'kɨ̃","bɨ'gɨ","bɨ'gɨ","pa'kɨ","bɨ'go","bɨ'go","bẽ'kõ","bẽ'kõ","pa'ko"
"TUYUCA_2",,"tuyu1244","","",0,,,,,,1,"bẽ'kɨ̃","bẽ'kɨ̃","bɨ'gɨ","bɨ'gɨ","pa'kɨ","bɨ'go","bɨ'go","bẽ'kõ","bẽ'kõ","pa'ko"
"CUBEO",,"cube1242","xd1369","SCCS167, Se5",1,1,3,2,2,5,1,"parīyó; pacomaco","parīyó; pacomaco","pacumacu","pacumacu",,"pacomaco","pacomaco","parīmu","parīmu",
"CUBEO_2",,"cube1242","xd1369","SCCS167, Se5",1,1,3,2,2,5,1,"parīyó; pacomaco","parīyó; pacomaco","pacumacu","pacumacu",,"pacomaco","pacomaco","parīmu","parīmu",
"ONA",,"onaa1245","xd1385","B54, Sg3",1,7,8,15,9,3,1,"čèʔ","čèʔ","poʔtˀ","poʔtˀ","ʔàynn","poʔn","poʔn","ḳˀàn","ḳˀàn","ahm"
"TEHUELCHE",,"tehu1242","xd1386","B51, SCCS185, Sg4",1,10,1,15,9,,1,"šawr","šawr","šawr; ye'penk","šawr; ye'penk","y-ānkˀo","šawr-wn","šawr-wn","šawr-wn","šawr-wn","y-ān"
"PAKAANOVA",,"wari1268","","",0,,,,,,1,,,,,"te",,,,,"naʔ"
"TRUMAI",,"trum1247","xd1399","SCCS175, Si2",1,1,3,1,1,5,1,,,"-atatek","-atatek","-ao","-oʔke","-oʔke","-kate","-kate","-atle"
"KARITIANA",,"kari1311","","",0,,,,,,1,"tait","tait","syp-ty; sywytyy","syp-'et","syp",,,"sokit","sokit","ti"
"SURUI_DO_RONDONIA",,"suru1262","","",0,,,,,,1,"nisóa","nisóa","lob","lob","lob; lob","ni","ni","móyá","móyá","ni"
"CINTA_LARGA",,"cint1239","","",0,,,,,,1,"pyyp","pyyp","gaj","gaj","pyyp","zobyi","zobyi","terit","terit","gaj"
"MUNDURUKU",,"mund1330","xd1353","SCCS166, Sd1",1,1,3,1,1,8,1,"o djorit","o djorit",,,"bay; we bai","ai Ĩ; ai Ĩ","ai Ĩ; ai Ĩ","adjung djung","adjung djung","-ši"
"SATERE_MAWE",,"sate1243","xd1357","Sd5",1,,,,,,1,"hamu","hamu",,,"wiawod","itowoi","itowoi",,,"wito"
